#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id 2	node2_external_id 2	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Metap2	Naa15	5036796	5019314	ENSMUSP00000138006	ENSMUSP00000029303	0	0	0	0	0.233	0	0	0.479	0.584
Rps25	Eif5a	5027947	5023125	ENSMUSP00000079180	ENSMUSP00000047008	0	0	0	0	0.368	0.355	0	0.060	0.583
Fyb	C1qb	5028981	5022002	ENSMUSP00000087947	ENSMUSP00000040246	0	0	0	0	0.558	0	0	0.095	0.583
Rbm5	Rbm25	5036845	5023404	ENSMUSP00000138379	ENSMUSP00000048470	0	0	0	0	0.267	0	0	0.452	0.582
C1qb	Vcam1	5022002	5019409	ENSMUSP00000040246	ENSMUSP00000029574	0	0	0	0	0.528	0	0	0.151	0.582
Rps19	Ubb	5031943	5016738	ENSMUSP00000104067	ENSMUSP00000019649	0	0	0	0	0.225	0.448	0	0.101	0.582
Eef1g	Slc25a5	5029779	5016454	ENSMUSP00000093955	ENSMUSP00000016463	0	0	0	0	0.503	0	0	0.190	0.581
Arid4a	Smarca2	5021177	5018387	ENSMUSP00000035512	ENSMUSP00000025862	0	0	0	0	0.122	0.365	0	0.307	0.580
Brd4	Supt5	5033502	5015657	ENSMUSP00000113070	ENSMUSP00000003527	0	0	0	0	0.082	0.071	0	0.547	0.580
Bptf	Supt16	5031630	5022348	ENSMUSP00000102374	ENSMUSP00000042283	0	0	0	0	0.176	0.139	0	0.454	0.579
Mpeg1	Fyb	5032753	5028981	ENSMUSP00000108573	ENSMUSP00000087947	0	0	0	0	0.578	0	0	0	0.578
C1qc	Clec4n	5021383	5017993	ENSMUSP00000036747	ENSMUSP00000024118	0	0	0	0	0.521	0.058	0	0.141	0.578
Rnf149	Il1r2	5023694	5018746	ENSMUSP00000050388	ENSMUSP00000027243	0	0	0	0	0	0	0	0.578	0.578
Cox8a	Ndufa1	5022079	5016461	ENSMUSP00000040717	ENSMUSP00000016571	0	0	0	0	0.412	0	0	0.313	0.578
Eif5a	Eif5b	5023125	5018750	ENSMUSP00000047008	ENSMUSP00000027252	0.042	0	0	0	0.062	0	0	0.567	0.577
Eif4a1	Hsp90ab1	5034839	5018045	ENSMUSP00000127034	ENSMUSP00000024739	0	0	0	0	0.233	0.197	0	0.369	0.577
Chd3	Ssrp1	5031994	5027581	ENSMUSP00000104301	ENSMUSP00000076971	0	0	0	0	0.081	0.258	0	0.428	0.576
Cd14	Cd9	5024683	5020283	ENSMUSP00000056669	ENSMUSP00000032492	0	0	0	0	0.116	0	0	0.540	0.576
Hint1	Uqcr11	5016935	5016898	ENSMUSP00000020504	ENSMUSP00000020372	0	0	0	0	0.575	0	0	0	0.575
H2afj	Supt16	5027109	5022348	ENSMUSP00000074142	ENSMUSP00000042283	0	0	0	0	0	0.515	0	0.161	0.575
Hnrnpa2b1	Rbm25	5033031	5023404	ENSMUSP00000110103	ENSMUSP00000048470	0	0	0	0	0.210	0.237	0	0.352	0.575
Rps25	Ubb	5027947	5016738	ENSMUSP00000079180	ENSMUSP00000019649	0	0	0	0	0.234	0.441	0	0.088	0.575
Ubb	Rps9	5016738	5015940	ENSMUSP00000019649	ENSMUSP00000006496	0	0	0	0	0.160	0.444	0	0.160	0.574
U2surp	Zc3h13	5027844	5017546	ENSMUSP00000078602	ENSMUSP00000022577	0	0	0	0	0.206	0	0	0.484	0.573
Odc1	Eif5a	5035101	5023125	ENSMUSP00000128661	ENSMUSP00000047008	0.042	0	0	0	0.129	0	0	0.529	0.573
Uqcr11	Atp6v1f	5016898	5015748	ENSMUSP00000020372	ENSMUSP00000004396	0	0	0	0	0.500	0	0	0.182	0.573
Nfe2l2	Smarca4	5031055	5020945	ENSMUSP00000099733	ENSMUSP00000034707	0	0	0	0	0	0.115	0	0.537	0.572
Chd2	Smarca4	5034711	5020945	ENSMUSP00000126352	ENSMUSP00000034707	0	0	0	0.648	0.265	0.357	0	0.402	0.572
Ms4a7	C1qb	5025824	5022002	ENSMUSP00000064534	ENSMUSP00000040246	0	0	0	0	0.491	0	0	0.190	0.570
Chd7	Supt6	5025063	5015506	ENSMUSP00000059079	ENSMUSP00000002121	0	0	0	0	0.313	0.154	0	0.318	0.569
Ndufb8	Hint1	5018490	5016935	ENSMUSP00000026222	ENSMUSP00000020504	0	0	0	0	0.569	0	0	0	0.569
Ssb	Dhx9	5029039	5021623	ENSMUSP00000088365	ENSMUSP00000038135	0	0	0	0	0.318	0.197	0	0.277	0.569
Anp32a	Smarca4	5028423	5020945	ENSMUSP00000082652	ENSMUSP00000034707	0	0	0	0	0.078	0.104	0	0.519	0.568
Brd4	Kat6a	5033502	5021633	ENSMUSP00000113070	ENSMUSP00000038181	0	0	0	0	0.156	0.226	0	0.391	0.568
Spen	Chd7	5031461	5025063	ENSMUSP00000101412	ENSMUSP00000059079	0	0	0	0	0.568	0	0	0	0.568
Snrnp70	Ik	5027114	5016008	ENSMUSP00000074160	ENSMUSP00000007042	0	0	0	0	0.086	0.056	0.540	0	0.568
Inpp5d	Fcer1g	5034992	5027898	ENSMUSP00000127941	ENSMUSP00000078875	0	0	0	0	0.401	0.072	0	0.283	0.567
Eif5b	Smc3	5018750	5018409	ENSMUSP00000027252	ENSMUSP00000025930	0.043	0	0	0	0.524	0	0	0.126	0.567
Prpf38b	Ik	5019374	5016008	ENSMUSP00000029480	ENSMUSP00000007042	0	0	0	0	0.098	0	0.540	0	0.567
Bcl2a1b	Pmaip1	5025951	5018244	ENSMUSP00000065612	ENSMUSP00000025399	0	0	0	0	0.203	0.453	0	0.087	0.567
Mpeg1	Fcer1g	5032753	5027898	ENSMUSP00000108573	ENSMUSP00000078875	0	0	0	0	0.511	0	0	0.152	0.567
Ash1l	Baz1a	5037095	5021918	ENSMUSP00000140251	ENSMUSP00000039757	0	0	0	0	0	0.200	0	0.481	0.567
Tma7	Rpl29	5035873	5028103	ENSMUSP00000133026	ENSMUSP00000080203	0	0	0	0	0.566	0	0	0	0.566
Cox8a	Ndufb7	5022079	5021491	ENSMUSP00000040717	ENSMUSP00000037341	0	0	0	0	0.252	0	0	0.444	0.566
C5ar1	C1qc	5035368	5021383	ENSMUSP00000129972	ENSMUSP00000036747	0	0	0	0	0.408	0	0	0.294	0.565
Snrnp70	Prpf38b	5027114	5019374	ENSMUSP00000074160	ENSMUSP00000029480	0	0	0	0	0.094	0	0.540	0	0.565
Rabep1	Itsn2	5027369	5024077	ENSMUSP00000075619	ENSMUSP00000052758	0	0	0	0	0.074	0.057	0	0.542	0.565
Cox8a	Atp6v1f	5022079	5015748	ENSMUSP00000040717	ENSMUSP00000004396	0	0	0	0	0.330	0	0	0.377	0.565
Ndufa13	Slc25a5	5032274	5016454	ENSMUSP00000105796	ENSMUSP00000016463	0	0	0	0	0.086	0.543	0	0.043	0.565
Atp5o	Hint1	5017883	5016935	ENSMUSP00000023677	ENSMUSP00000020504	0	0	0	0	0.564	0	0	0	0.564
Rpl18	Aprt	5031793	5015979	ENSMUSP00000103365	ENSMUSP00000006764	0	0	0	0	0.564	0	0	0	0.564
Chd4	Smarca4	5025210	5020945	ENSMUSP00000060054	ENSMUSP00000034707	0	0	0	0.637	0.317	0.197	0	0.668	0.564
Ncl	Rps5	5018808	5015759	ENSMUSP00000027438	ENSMUSP00000004554	0	0	0	0	0.165	0.259	0	0.350	0.563
Atrx	Dnmt3a	5032871	5017067	ENSMUSP00000109203	ENSMUSP00000020991	0	0	0	0	0.061	0.046	0	0.552	0.563
Nolc1	Ddx21	5035051	5022401	ENSMUSP00000128331	ENSMUSP00000042691	0	0	0	0	0.454	0.190	0	0.091	0.563
Chd2	Supt5	5034711	5015657	ENSMUSP00000126352	ENSMUSP00000003527	0	0	0	0	0.121	0.201	0	0.428	0.563
Ubb	Rps18	5016738	5016094	ENSMUSP00000019649	ENSMUSP00000008812	0	0	0	0	0.310	0.360	0	0.091	0.563
Aplp2	Adam17	5026844	5026223	ENSMUSP00000072428	ENSMUSP00000067953	0	0	0	0	0.123	0.219	0	0.412	0.562
Atp5o	Rps18	5017883	5016094	ENSMUSP00000023677	ENSMUSP00000008812	0.153	0	0	0	0.484	0	0	0.080	0.562
Fyb	Arhgap30	5028981	5025106	ENSMUSP00000087947	ENSMUSP00000059389	0	0	0	0	0.561	0	0	0	0.561
Zbed6	Bptf	5036184	5031630	ENSMUSP00000136026	ENSMUSP00000102374	0	0	0	0	0.089	0.057	0	0.531	0.561
Msn	Gsn	5033503	5019025	ENSMUSP00000113071	ENSMUSP00000028239	0	0	0	0	0.113	0	0	0.523	0.560
Rpl18	Ubb	5031793	5016738	ENSMUSP00000103365	ENSMUSP00000019649	0	0	0	0	0.274	0.409	0	0.056	0.559
Hnrnpa2b1	Luc7l3	5033031	5017139	ENSMUSP00000110103	ENSMUSP00000021226	0	0	0	0	0.222	0.299	0	0.256	0.559
Dennd4a	Taf1d	5021589	5020851	ENSMUSP00000037915	ENSMUSP00000034415	0	0	0	0	0	0	0	0.558	0.558
Uba52	Eif5a	5034113	5023125	ENSMUSP00000120096	ENSMUSP00000047008	0	0.069	0	0	0.302	0.316	0	0.123	0.558
Baz1a	Smarca2	5021918	5018387	ENSMUSP00000039757	ENSMUSP00000025862	0	0	0	0	0.131	0.197	0	0.417	0.558
Tmed10	Hsp90ab1	5021538	5018045	ENSMUSP00000037583	ENSMUSP00000024739	0	0	0	0	0.061	0.361	0	0.321	0.557
Chd3	Nipbl	5031994	5025105	ENSMUSP00000104301	ENSMUSP00000059385	0	0	0	0	0.122	0.190	0	0.427	0.557
Os9	Calr	5035151	5015702	ENSMUSP00000128914	ENSMUSP00000003912	0	0	0	0	0.062	0	0	0.547	0.557
Eif4a1	Rpl18a	5034839	5024944	ENSMUSP00000127034	ENSMUSP00000058368	0	0	0	0	0.444	0.200	0	0.083	0.557
Tuba1b	Tbcb	5027550	5015918	ENSMUSP00000076777	ENSMUSP00000006254	0	0	0	0	0.141	0.319	0	0.302	0.556
Fyb	Vcam1	5028981	5019409	ENSMUSP00000087947	ENSMUSP00000029574	0	0	0	0	0.537	0	0	0.079	0.555
Cox6a1	Ndufc1	5023246	5021679	ENSMUSP00000047661	ENSMUSP00000038463	0	0	0	0	0.405	0	0	0.284	0.555
Ssrp1	Smarca4	5027581	5020945	ENSMUSP00000076971	ENSMUSP00000034707	0	0	0	0	0.162	0.258	0	0.341	0.555
Mpeg1	Cd68	5032753	5031990	ENSMUSP00000108573	ENSMUSP00000104294	0	0	0	0	0.439	0	0	0.238	0.554
Cast	Sf3b2	5025912	5018354	ENSMUSP00000065275	ENSMUSP00000025774	0	0	0	0	0	0	0	0.554	0.554
Chd2	Nipbl	5034711	5025105	ENSMUSP00000126352	ENSMUSP00000059385	0	0	0	0	0.463	0.162	0	0.088	0.554
Rps24	Kmt2e	5034648	5029548	ENSMUSP00000125977	ENSMUSP00000092569	0	0	0	0	0	0	0	0.553	0.553
Ssrp1	Ncl	5027581	5018808	ENSMUSP00000076971	ENSMUSP00000027438	0	0	0	0	0.348	0	0	0.342	0.553
Tmem258	Hint1	5022749	5016935	ENSMUSP00000044751	ENSMUSP00000020504	0	0	0	0	0.551	0	0	0	0.551
C1qb	Cybb	5022002	5016368	ENSMUSP00000040246	ENSMUSP00000015484	0	0	0	0	0.464	0	0	0.197	0.551
Clk1	Ddx23	5021002	5015647	ENSMUSP00000034868	ENSMUSP00000003450	0	0.001	0	0	0.062	0.077	0	0.524	0.551
Os9	Zfc3h1	5035151	5022634	ENSMUSP00000128914	ENSMUSP00000044069	0	0	0	0	0	0	0	0.551	0.551
Ndufa13	Tceb2	5032274	5026018	ENSMUSP00000105796	ENSMUSP00000066210	0	0	0	0	0.550	0	0	0	0.550
Cd81	Hsp90ab1	5022580	5018045	ENSMUSP00000043768	ENSMUSP00000024739	0	0	0	0	0	0	0	0.550	0.550
Ezr	Myh9	5025724	5016470	ENSMUSP00000063734	ENSMUSP00000016771	0	0	0	0	0.089	0.154	0	0.463	0.550
Rps19	Timm13	5031943	5016914	ENSMUSP00000104067	ENSMUSP00000020440	0	0	0	0	0.549	0	0	0	0.549
Rpl35	Gtpbp4	5028024	5017245	ENSMUSP00000079672	ENSMUSP00000021574	0	0	0	0	0.082	0.364	0	0.290	0.549
Myo5a	Dynll1	5033841	5016112	ENSMUSP00000116028	ENSMUSP00000009157	0	0	0	0	0	0.406	0	0.272	0.549
Fcer1g	C1qc	5027898	5021383	ENSMUSP00000078875	ENSMUSP00000036747	0	0	0	0	0.444	0	0	0.223	0.549
Pfdn5	Psmb1	5035196	5016329	ENSMUSP00000129178	ENSMUSP00000014913	0	0	0	0	0.527	0	0	0.083	0.548
Naca	Rps18	5029170	5016094	ENSMUSP00000089680	ENSMUSP00000008812	0	0	0	0	0.548	0	0	0	0.548
Eif4a1	Hnrnpa2b1	5034839	5033031	ENSMUSP00000127034	ENSMUSP00000110103	0	0	0	0	0.158	0.263	0	0.329	0.548
Atp6v0e	Atox1	5034926	5032024	ENSMUSP00000127552	ENSMUSP00000104485	0	0	0	0	0.131	0	0	0.500	0.547
Cd9	Hsp90ab1	5020283	5018045	ENSMUSP00000032492	ENSMUSP00000024739	0	0	0	0	0	0	0	0.547	0.547
H3f3b	Supt16	5031582	5022348	ENSMUSP00000102062	ENSMUSP00000042283	0	0	0	0	0.062	0.433	0	0.215	0.546
Eef1g	Eif5b	5029779	5018750	ENSMUSP00000093955	ENSMUSP00000027252	0	0	0	0	0.082	0	0	0.526	0.546
Chd4	Supt6	5025210	5015506	ENSMUSP00000060054	ENSMUSP00000002121	0	0	0	0	0.365	0.154	0	0.220	0.545
Lgals3	Clec4n	5033731	5017993	ENSMUSP00000114350	ENSMUSP00000024118	0	0	0	0	0.133	0.050	0	0.490	0.543
Fyb	Tyrobp	5028981	5020344	ENSMUSP00000087947	ENSMUSP00000032800	0	0	0	0	0.419	0	0	0.246	0.543
Brd4	Smarca2	5033502	5018387	ENSMUSP00000113070	ENSMUSP00000025862	0	0	0	0	0.150	0.197	0	0.384	0.543
Tmem256	Timm13	5029390	5016914	ENSMUSP00000091608	ENSMUSP00000020440	0	0	0	0	0.193	0	0	0.457	0.543
Chd2	Arid4a	5034711	5021177	ENSMUSP00000126352	ENSMUSP00000035512	0	0	0	0	0.149	0.362	0	0.226	0.543
Golgb1	Calr	5022830	5015702	ENSMUSP00000045239	ENSMUSP00000003912	0	0	0	0	0	0	0	0.542	0.542
Eif4b	Eef1g	5034963	5029779	ENSMUSP00000127774	ENSMUSP00000093955	0	0	0	0	0.420	0.126	0	0.169	0.542
Cd68	Cxcl2	5031990	5027242	ENSMUSP00000104294	ENSMUSP00000074885	0	0	0	0	0.114	0	0	0.503	0.541
Atp6v1g1	Cox6a1	5023452	5023246	ENSMUSP00000048770	ENSMUSP00000047661	0	0	0	0	0.541	0	0	0	0.541
Itpr2	Atp2b1	5023574	5016825	ENSMUSP00000049584	ENSMUSP00000020107	0	0	0	0	0.068	0.152	0	0.464	0.540
Ezr	Gsn	5025724	5019025	ENSMUSP00000063734	ENSMUSP00000028239	0	0	0	0	0.053	0	0	0.533	0.539
Ndufa4	Hint1	5020052	5016935	ENSMUSP00000031637	ENSMUSP00000020504	0	0	0	0	0.539	0	0	0	0.539
Cox8a	Prdx5	5022079	5018398	ENSMUSP00000040717	ENSMUSP00000025904	0	0	0	0	0.539	0	0	0	0.539
Spen	Hnrnpu	5031461	5023231	ENSMUSP00000101412	ENSMUSP00000047571	0	0	0	0	0.050	0	0	0.534	0.539
Matr3	Sarnp	5034608	5031353	ENSMUSP00000125761	ENSMUSP00000100863	0	0	0	0	0.523	0	0	0.072	0.538
Ssb	Prpf40a	5029039	5027373	ENSMUSP00000088365	ENSMUSP00000075655	0	0	0	0	0.476	0.153	0	0	0.537
Eif5a	Pfn1	5023125	5016582	ENSMUSP00000047008	ENSMUSP00000018437	0	0	0	0	0.328	0.101	0	0.293	0.536
Baz1a	Brd7	5021918	5020734	ENSMUSP00000039757	ENSMUSP00000034085	0	0	0	0	0.117	0.197	0	0.398	0.536
Naca	Hsp90ab1	5029170	5018045	ENSMUSP00000089680	ENSMUSP00000024739	0	0	0	0	0.181	0.357	0	0.190	0.536
Brd4	Supt6	5033502	5015506	ENSMUSP00000113070	ENSMUSP00000002121	0	0	0	0	0.336	0.135	0	0.255	0.535
Bptf	Rbm25	5031630	5023404	ENSMUSP00000102374	ENSMUSP00000048470	0	0	0	0	0.532	0.047	0	0	0.535
Luc7l3	Ccar1	5017139	5016866	ENSMUSP00000021226	ENSMUSP00000020268	0	0	0	0	0.494	0	0	0.119	0.535
Nipbl	Chd7	5025105	5025063	ENSMUSP00000059385	ENSMUSP00000059079	0	0	0	0	0.189	0.162	0	0.369	0.534
Mb21d1	Ly6e	5025680	5024688	ENSMUSP00000063331	ENSMUSP00000056703	0	0	0	0	0	0	0	0.533	0.533
Tceb2	Cox6a1	5026018	5023246	ENSMUSP00000066210	ENSMUSP00000047661	0	0	0	0	0.533	0	0	0	0.533
Smarca4	Smc3	5020945	5018409	ENSMUSP00000034707	ENSMUSP00000025930	0.043	0	0	0	0.107	0.355	0	0.253	0.533
Mrpl33	Timm13	5019850	5016914	ENSMUSP00000031024	ENSMUSP00000020440	0	0	0	0	0.219	0	0	0.426	0.532
Atp5o	Slc25a5	5017883	5016454	ENSMUSP00000023677	ENSMUSP00000016463	0	0	0	0	0.396	0	0	0.257	0.532
Metap2	Gtpbp4	5036796	5017245	ENSMUSP00000138006	ENSMUSP00000021574	0	0	0	0	0.241	0.315	0	0.172	0.532
Pfdn5	Rps24	5035196	5034648	ENSMUSP00000129178	ENSMUSP00000125977	0	0	0	0	0.526	0	0	0.050	0.531
Eif4g3	Ncl	5028275	5018808	ENSMUSP00000081233	ENSMUSP00000027438	0	0	0	0	0.161	0.368	0	0.187	0.531
Cd14	Vcam1	5024683	5019409	ENSMUSP00000056669	ENSMUSP00000029574	0	0	0	0	0.125	0	0	0.487	0.531
Ddx21	Zc3h13	5022401	5017546	ENSMUSP00000042691	ENSMUSP00000022577	0	0	0	0	0.370	0.197	0	0.147	0.531
Eif4b	Rpl3	5034963	5028126	ENSMUSP00000127774	ENSMUSP00000080354	0	0	0	0	0.378	0.203	0	0.128	0.530
Prdx1	Sepw1	5033716	5021774	ENSMUSP00000114159	ENSMUSP00000038943	0	0	0	0	0.061	0	0	0.521	0.530
Rpl36	Hint1	5027972	5016935	ENSMUSP00000079340	ENSMUSP00000020504	0	0	0	0	0.530	0	0	0	0.530
C5ar1	Vcam1	5035368	5019409	ENSMUSP00000129972	ENSMUSP00000029574	0	0	0	0	0.440	0	0	0.195	0.530
Rpl36	Tceb2	5027972	5026018	ENSMUSP00000079340	ENSMUSP00000066210	0	0	0	0	0.529	0	0	0	0.529
C5ar1	Rps19	5035368	5031943	ENSMUSP00000129972	ENSMUSP00000104067	0	0	0	0	0	0.197	0	0.437	0.529
Ubb	Rps5	5016738	5015759	ENSMUSP00000019649	ENSMUSP00000004554	0	0	0	0	0.248	0.378	0	0.074	0.529
Hspa1b	Pfn1	5035960	5016582	ENSMUSP00000133815	ENSMUSP00000018437	0	0	0	0	0	0.445	0	0.187	0.529
Cd14	Clec4d	5024683	5020210	ENSMUSP00000056669	ENSMUSP00000032240	0	0	0	0	0.449	0	0	0.180	0.528
Ssrp1	Ddx21	5027581	5022401	ENSMUSP00000076971	ENSMUSP00000042691	0	0	0	0	0.129	0.181	0	0.391	0.528
Chd7	Smarca2	5025063	5018387	ENSMUSP00000059079	ENSMUSP00000025862	0	0	0	0.641	0.265	0.306	0	0.338	0.527
Ly86	Cybb	5017331	5016368	ENSMUSP00000021860	ENSMUSP00000015484	0	0	0	0	0.472	0	0	0.139	0.527
H2-Ab1	Ly86	5022126	5017331	ENSMUSP00000041008	ENSMUSP00000021860	0	0	0	0	0.526	0	0	0.043	0.527
Tomm6	Uqcr11	5032825	5016898	ENSMUSP00000108926	ENSMUSP00000020372	0	0	0	0	0.526	0	0	0	0.526
Vcam1	Retnla	5019409	5017783	ENSMUSP00000029574	ENSMUSP00000023329	0	0	0	0	0	0	0	0.525	0.526
Usmg5	Cox6a1	5029742	5023246	ENSMUSP00000093713	ENSMUSP00000047661	0	0	0	0	0.257	0	0	0.388	0.526
C1qb	Cyba	5022002	5016519	ENSMUSP00000040246	ENSMUSP00000017604	0	0	0	0	0.315	0	0	0.337	0.526
Chd3	Supt6	5031994	5015506	ENSMUSP00000104301	ENSMUSP00000002121	0	0	0	0	0.365	0.154	0	0.187	0.525
Cox8a	Atp5j	5022079	5017869	ENSMUSP00000040717	ENSMUSP00000023608	0	0	0	0	0.385	0	0	0.260	0.525
Bcl2a1d	Pmaip1	5030140	5018244	ENSMUSP00000096087	ENSMUSP00000025399	0	0	0	0	0	0.453	0	0.166	0.524
Prdx1	Nfe2l2	5033716	5031055	ENSMUSP00000114159	ENSMUSP00000099733	0	0	0	0	0.095	0	0	0.496	0.524
Cd74	Lyz2	5029925	5029184	ENSMUSP00000095171	ENSMUSP00000089801	0	0	0	0	0.423	0	0	0.210	0.524
Rpl18a	Gtpbp4	5024944	5017245	ENSMUSP00000058368	ENSMUSP00000021574	0	0	0	0	0.136	0.457	0	0.066	0.523
Ddx21	Cebpz	5022401	5018092	ENSMUSP00000042691	ENSMUSP00000024885	0	0	0	0	0.384	0.234	0	0.071	0.523
Rbm39	Golga4	5032161	5028357	ENSMUSP00000105216	ENSMUSP00000081880	0	0	0	0	0.112	0	0	0.485	0.523
Sub1	Rps5	5017627	5015759	ENSMUSP00000022816	ENSMUSP00000004554	0	0	0	0	0	0	0	0.522	0.522
Nolc1	Rps16	5035051	5031918	ENSMUSP00000128331	ENSMUSP00000103940	0	0	0	0	0.062	0.156	0	0.445	0.522
Rbm39	Luc7l3	5032161	5017139	ENSMUSP00000105216	ENSMUSP00000021226	0	0	0	0	0.409	0	0	0.224	0.522
Nolc1	Supt5	5035051	5015657	ENSMUSP00000128331	ENSMUSP00000003527	0	0	0	0	0.062	0.201	0	0.413	0.522
Rps24	Tceb3	5034648	5019674	ENSMUSP00000125977	ENSMUSP00000030427	0	0	0	0	0	0	0	0.522	0.522
Prpf40a	Naa15	5027373	5019314	ENSMUSP00000075655	ENSMUSP00000029303	0	0	0	0	0.521	0	0	0	0.521
Tmed10	Calr	5021538	5015702	ENSMUSP00000037583	ENSMUSP00000003912	0	0	0	0	0.475	0	0	0.124	0.521
Sf3b2	Luc7l3	5018354	5017139	ENSMUSP00000025774	ENSMUSP00000021226	0	0	0	0	0.161	0.114	0	0.406	0.520
Mpeg1	Slc15a3	5032753	5018311	ENSMUSP00000108573	ENSMUSP00000025646	0	0	0	0	0.520	0	0	0	0.520
Fam50a	Aff4	5032977	5023869	ENSMUSP00000109797	ENSMUSP00000051479	0	0	0	0	0	0	0	0.520	0.520
Rsf1	Arid4a	5021504	5021177	ENSMUSP00000037409	ENSMUSP00000035512	0	0	0	0	0.289	0.156	0	0.263	0.519
Lrrfip1	Anp32a	5029948	5028423	ENSMUSP00000095254	ENSMUSP00000082652	0	0	0	0	0	0	0	0.519	0.519
Bptf	Kat6a	5031630	5021633	ENSMUSP00000102374	ENSMUSP00000038181	0	0	0	0	0.169	0.230	0	0.308	0.519
Cd68	Fcer1g	5031990	5027898	ENSMUSP00000104294	ENSMUSP00000078875	0	0	0	0	0.429	0	0	0.190	0.518
Tma7	Atp5k	5035873	5023828	ENSMUSP00000133026	ENSMUSP00000051222	0	0	0	0	0.518	0	0	0	0.518
Fcer1g	Slc15a3	5027898	5018311	ENSMUSP00000078875	ENSMUSP00000025646	0	0	0	0	0.426	0	0	0.192	0.517
Naca	Rpl29	5029170	5028103	ENSMUSP00000089680	ENSMUSP00000080203	0	0	0	0	0.517	0	0	0	0.517
Atp5o	Rps5	5017883	5015759	ENSMUSP00000023677	ENSMUSP00000004554	0.043	0	0	0	0.355	0	0	0.280	0.517
Cd68	Retnla	5031990	5017783	ENSMUSP00000104294	ENSMUSP00000023329	0	0	0	0	0	0	0	0.517	0.517
Atp6v1f	Cox5a	5015748	5015244	ENSMUSP00000004396	ENSMUSP00000000090	0	0	0	0	0.286	0	0	0.352	0.517
Bcl2a1b	Tyrobp	5025951	5020344	ENSMUSP00000065612	ENSMUSP00000032800	0	0	0	0	0.500	0	0	0.070	0.516
H3f3b	Dnmt3a	5031582	5017067	ENSMUSP00000102062	ENSMUSP00000020991	0	0	0	0	0.051	0.412	0	0.203	0.516
Macf1	Golga4	5034076	5028357	ENSMUSP00000119600	ENSMUSP00000081880	0	0	0	0	0.121	0.197	0	0.369	0.516
Bptf	Baz1a	5031630	5021918	ENSMUSP00000102374	ENSMUSP00000039757	0	0	0	0.540	0.235	0.058	0	0.785	0.516
Prpf40a	Zmat2	5027373	5015406	ENSMUSP00000075655	ENSMUSP00000001419	0	0	0	0	0.157	0.124	0	0.398	0.516
Rbm39	Ythdc1	5032161	5021813	ENSMUSP00000105216	ENSMUSP00000039133	0	0	0	0	0.506	0	0	0.059	0.515
Gpx1	Cyba	5028250	5016519	ENSMUSP00000081010	ENSMUSP00000017604	0	0	0	0	0.115	0	0	0.474	0.515
U2surp	Pnisr	5027844	5019524	ENSMUSP00000078602	ENSMUSP00000029911	0	0	0	0	0.514	0	0	0	0.514
Tuba1b	Rps11	5027550	5015656	ENSMUSP00000076777	ENSMUSP00000003521	0	0	0	0	0.178	0	0	0.431	0.513
Usmg5	Uqcr11	5029742	5016898	ENSMUSP00000093713	ENSMUSP00000020372	0	0	0	0	0.492	0	0	0.080	0.513
Rpl41	Rpl35	5036109	5028024	ENSMUSP00000135533	ENSMUSP00000079672	0	0	0	0	0.189	0	0.360	0.137	0.513
Ndufa13	Smdt1	5032274	5017712	ENSMUSP00000105796	ENSMUSP00000023086	0	0	0	0	0.512	0	0	0	0.512
Atrx	Ubn1	5032871	5025451	ENSMUSP00000109203	ENSMUSP00000061843	0	0	0	0	0.062	0.045	0	0.499	0.512
Atpif1	Atp6v1f	5025790	5015748	ENSMUSP00000064282	ENSMUSP00000004396	0	0	0	0	0.152	0	0.360	0.171	0.511
Cxcl2	Clec4n	5027242	5017993	ENSMUSP00000074885	ENSMUSP00000024118	0	0	0	0	0.186	0.049	0	0.420	0.511
Nfe2l2	Cybb	5031055	5016368	ENSMUSP00000099733	ENSMUSP00000015484	0	0	0	0	0.071	0	0	0.495	0.511
Bcl2a1b	C1qb	5025951	5022002	ENSMUSP00000065612	ENSMUSP00000040246	0	0	0	0	0.509	0	0	0.042	0.510
Bptf	Baz1b	5031630	5015577	ENSMUSP00000102374	ENSMUSP00000002825	0	0	0	0.540	0.235	0.058	0	0.767	0.510
Trip12	Ubb	5018802	5016738	ENSMUSP00000027421	ENSMUSP00000019649	0	0	0	0	0.054	0.452	0	0.130	0.510
Mrpl33	Eif5b	5019850	5018750	ENSMUSP00000031024	ENSMUSP00000027252	0.075	0	0	0	0.062	0.468	0	0.061	0.508
Chd4	Smc1a	5025210	5022734	ENSMUSP00000060054	ENSMUSP00000044645	0.043	0	0	0	0.280	0.128	0	0.275	0.507
Cox8a	Atp5o	5022079	5017883	ENSMUSP00000040717	ENSMUSP00000023677	0	0	0	0	0.288	0	0	0.336	0.507
Brd4	Chd3	5033502	5031994	ENSMUSP00000113070	ENSMUSP00000104301	0	0	0	0	0.159	0.197	0	0.329	0.507
Tyrobp	Clec4d	5020344	5020210	ENSMUSP00000032800	ENSMUSP00000032240	0	0	0	0	0.419	0.046	0	0.180	0.506
Hnrnpa2b1	Pnisr	5033031	5019524	ENSMUSP00000110103	ENSMUSP00000029911	0	0	0	0	0.343	0.135	0	0.200	0.506
